danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,nltk,Happy,Angry,Surprise,Sad,Fear,primary_genre
0.551,0.62,-11.464,0.0348,0.64,0.00147,0.559,0.834,127.495,0.9957,0.25,0.25,0.06,0.12,0.31,rock
0.553,0.652,-11.625,0.0403,0.81,1.71e-05,0.115,0.66,86.988,0.988,0.17,0.17,0.08,0.17,0.42,rock
0.674,0.686,-11.927,0.0597,0.29,0.00322,0.189,0.814,124.204,0.9982,0.44,0.0,0.3,0.07,0.19,rock
0.617,0.696,-12.739,0.0282,0.0155,0.000199,0.108,0.9,111.136,-0.9468,0.1,0.05,0.25,0.45,0.15,rock
0.322,0.168,-13.893,0.0336,0.915,0.000223,0.117,0.259,146.68,0.9976,0.29,0.0,0.0,0.52,0.19,rock
0.373,0.57,-11.56,0.0441,0.497,0.0124,0.128,0.631,81.28,0.998,0.18,0.0,0.12,0.18,0.53,rock
0.41,0.361,-14.061,0.0351,0.431,0.000174,0.0779,0.134,120.0,0.9973,0.78,0.11,0.0,0.11,0.0,rock
0.504,0.719,-9.155,0.0431,0.00878,0.00149,0.075,0.177,102.144,0.9865,0.21,0.09,0.18,0.12,0.41,rock
0.576,0.318,-14.366,0.0286,0.661,7.47e-06,0.167,0.41,103.493,-0.3861,0.18,0.05,0.36,0.23,0.18,rock
0.461,0.734,-9.379,0.0374,0.00079,0.00554,0.22,0.423,120.55,0.9863,0.41,0.09,0.09,0.18,0.23,rock
0.58,0.571,-9.116,0.0321,0.378,5.13e-06,0.358,0.818,128.15,0.9389,0.47,0.07,0.2,0.13,0.13,rock
0.415,0.22,-17.47,0.0261,0.878,0.651,0.125,0.268,90.267,0.4662,0.29,0.0,0.04,0.25,0.42,pop
0.649,0.584,-10.518,0.0674,0.256,0.0,0.199,0.75,144.972,0.9983,0.77,0.12,0.12,0.0,0.0,rock
0.562,0.911,-5.968,0.0787,0.000721,0.000906,0.0387,0.797,108.82,0.9516,0.06,0.12,0.35,0.24,0.24,rock
0.512,0.379,-12.251,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,0.9971,0.5,0.0,0.08,0.42,0.0,rock
0.558,0.882,-9.123,0.0348,0.0128,8.78e-05,0.093,0.972,137.078,-0.8101,0.09,0.13,0.3,0.22,0.26,pop
0.575,0.386,-12.012,0.0319,0.463,0.00176,0.0576,0.414,138.467,0.9951,0.23,0.05,0.59,0.14,0.0,rock
0.428,0.899,-10.716,0.0462,0.00609,0.0,0.279,0.724,135.248,0.996,0.52,0.0,0.0,0.33,0.14,rock
0.531,0.198,-17.377,0.0286,0.782,0.0383,0.175,0.582,91.929,0.9942,0.69,0.06,0.0,0.12,0.12,rock
0.506,0.28,-16.651,0.0397,0.909,0.000311,0.164,0.316,139.846,0.982,0.28,0.0,0.06,0.33,0.33,rock
0.48,0.818,-8.361,0.101,0.462,0.0,0.365,0.794,157.276,0.7096,0.55,0.0,0.09,0.18,0.18,rock
0.661,0.535,-12.173,0.0677,0.438,1.62e-05,0.319,0.687,119.545,-0.9884,0.0,0.0,0.31,0.48,0.21,rock
0.676,0.292,-14.448,0.34,0.723,0.00189,0.433,0.649,74.798,0.8807,0.0,0.0,0.61,0.33,0.06,rock
0.472,0.407,-10.867,0.038,0.82,1.81e-06,0.0535,0.623,97.427,0.989,0.33,0.1,0.17,0.38,0.02,pop
0.374,0.219,-19.104,0.0343,0.564,0.56,0.114,0.0579,103.535,0.1513,0.0,0.0,0.33,0.0,0.67,rock
0.721,0.456,-12.524,0.0325,0.468,0.00308,0.174,0.964,113.229,0.8522,0.25,0.0,0.38,0.38,0.0,rock
0.392,0.449,-9.096,0.0277,0.518,0.0,0.431,0.398,80.223,0.9552,0.06,0.06,0.06,0.38,0.44,pop
0.645,0.828,-6.009,0.161,0.0168,0.911,0.422,0.593,133.432,0.9745,0.06,0.0,0.39,0.39,0.17,rock
0.728,0.806,-7.64,0.0502,0.643,0.00564,0.0745,0.944,107.636,-0.4205,0.04,0.09,0.04,0.61,0.22,rock
0.525,0.554,-11.834,0.0402,0.0169,0.244,0.116,0.676,134.298,0.9909,0.06,0.06,0.22,0.34,0.31,rock
0.643,0.766,-8.602,0.0932,0.00157,0.00919,0.169,0.869,137.984,-0.9699,0.12,0.0,0.56,0.12,0.19,rock
0.554,0.62,-8.13,0.0456,0.403,0.0,0.128,0.791,128.854,0.5313,0.4,0.2,0.2,0.2,0.0,rock
0.317,0.563,-6.209,0.0376,0.454,0.000284,0.202,0.225,83.561,0.9826,0.0,0.5,0.12,0.0,0.38,rock
0.646,0.467,-12.678,0.0325,0.524,0.0,0.329,0.877,102.704,-0.9696,0.16,0.16,0.03,0.41,0.25,pop
0.359,0.504,-10.555,0.0349,0.272,1.52e-05,0.332,0.73,114.172,0.9935,0.36,0.14,0.0,0.36,0.14,pop
0.738,0.609,-7.595,0.0369,0.533,0.00108,0.0753,0.872,108.116,0.4946,0.16,0.05,0.26,0.16,0.37,rock
0.18,0.453,-10.914,0.0336,0.678,0.0,0.375,0.427,164.328,0.9979,0.46,0.15,0.03,0.26,0.1,pop
0.454,0.522,-9.942,0.062,0.257,0.00153,0.0955,0.202,124.656,-0.9901,0.0,0.0,0.0,0.33,0.67,rock
0.359,0.945,-5.176,0.0785,0.178,1.54e-05,0.344,0.518,137.372,0.2835,0.0,0.0,0.35,0.24,0.41,rock
0.688,0.473,-14.042,0.0268,0.206,0.0151,0.0534,0.892,102.351,-0.2732,0.13,0.0,0.13,0.2,0.53,rock
0.529,0.598,-7.7,0.0333,0.0292,0.000232,0.0958,0.787,131.352,0.4815,0.3,0.0,0.2,0.4,0.1,rock
0.674,0.537,-10.971,0.0363,0.566,0.0,0.131,0.809,110.578,0.9609,0.31,0.12,0.19,0.12,0.25,pop
0.445,0.949,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,0.9474,0.12,0.12,0.0,0.35,0.41,pop
0.73,0.639,-11.025,0.0524,0.0853,0.00221,0.102,0.658,94.395,-0.9504,0.25,0.05,0.2,0.4,0.1,rock
0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,0.9783,0.06,0.0,0.18,0.65,0.12,rock
0.535,0.65,-6.328,0.0554,0.379,0.0,0.14,0.61,117.188,0.6675,0.21,0.0,0.29,0.14,0.36,rock
0.545,0.64,-9.937,0.224,0.00249,0.0304,0.196,0.606,80.544,0.5106,0.29,0.0,0.29,0.43,0.0,rock
0.279,0.473,-8.375,0.0309,0.242,0.00164,0.158,0.246,167.792,0.9939,0.37,0.0,0.0,0.19,0.44,rock
0.304,0.305,-10.879,0.0298,0.871,0.00368,0.367,0.464,146.066,0.9837,0.19,0.0,0.0,0.31,0.5,rock
0.665,0.673,-7.95,0.0493,0.259,7.62e-06,0.497,0.779,132.642,0.9005,0.12,0.08,0.58,0.12,0.08,rock
0.547,0.82,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,0.9947,0.32,0.08,0.32,0.04,0.24,pop
0.635,0.686,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,0.9704,0.08,0.26,0.21,0.26,0.18,rock
0.479,0.601,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,0.8717,0.11,0.08,0.03,0.11,0.68,rock
0.544,0.265,-11.952,0.035,0.848,0.0,0.196,0.7,133.837,0.9604,0.33,0.22,0.22,0.22,0.0,rock
0.794,0.427,-15.492,0.029,0.334,1.04e-05,0.0703,0.751,105.732,0.6808,0.0,0.0,0.0,0.67,0.33,rock
0.489,0.578,-9.766,0.0418,0.234,0.0,0.123,0.511,78.111,0.997,0.27,0.09,0.05,0.45,0.14,rock
0.495,0.613,-9.463,0.0239,0.348,0.0058,0.0406,0.924,100.535,0.9987,0.82,0.0,0.09,0.0,0.09,rock
0.536,0.446,-14.98,0.029,0.833,0.0103,0.106,0.707,133.785,-0.0527,0.33,0.27,0.13,0.13,0.13,rock
0.656,0.462,-14.072,0.0373,0.518,0.000137,0.091,0.642,116.049,0.989,0.09,0.03,0.09,0.49,0.31,rock
0.474,0.804,-7.763,0.0473,0.309,1.81e-06,0.552,0.757,140.507,0.7301,0.06,0.06,0.41,0.26,0.21,pop
0.511,0.912,-5.618,0.0594,0.0247,0.0553,0.0943,0.833,131.339,0.8402,0.0,0.0,0.25,0.62,0.12,rock
0.532,0.441,-12.866,0.0434,0.228,0.0,0.0846,0.67,169.275,0.9946,0.21,0.0,0.06,0.52,0.21,rock
0.432,0.425,-12.165,0.0918,0.312,3.19e-06,0.105,0.589,144.821,0.8218,0.04,0.13,0.04,0.3,0.48,rock
0.366,0.468,-14.514,0.0826,0.537,0.0283,0.0664,0.0506,90.281,0.8474,0.04,0.04,0.13,0.35,0.43,rock
0.424,0.446,-8.526,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,0.9898,0.38,0.0,0.0,0.06,0.56,rock
0.264,0.32,-11.716,0.0325,0.885,0.00141,0.134,0.171,138.108,0.8948,0.27,0.09,0.09,0.18,0.36,rock
0.559,0.393,-11.095,0.0237,0.717,0.0,0.0532,0.669,90.105,0.9979,0.3,0.1,0.15,0.25,0.2,rock
0.396,0.295,-15.126,0.0343,0.625,7.6e-05,0.0989,0.187,155.531,-0.5423,0.04,0.04,0.25,0.58,0.08,rock
0.393,0.588,-6.68,0.0613,0.345,0.0,0.134,0.728,203.145,-0.5052,0.29,0.05,0.48,0.05,0.14,rock
0.202,0.835,-11.04,0.0599,0.00383,0.0388,0.126,0.661,156.883,0.8779,0.0,0.0,0.5,0.25,0.25,rock
0.465,0.812,-6.398,0.0467,0.00591,0.000494,0.408,0.811,146.2,0.9926,0.17,0.0,0.54,0.17,0.12,rock
0.728,0.413,-11.188,0.0372,0.696,0.000398,0.0861,0.655,111.038,0.9672,0.14,0.21,0.18,0.32,0.14,rock
0.504,0.739,-7.265,0.0316,0.0179,0.08,0.0949,0.417,128.918,0.9142,0.22,0.11,0.11,0.33,0.22,rock
0.279,0.852,-7.838,0.0511,0.0119,0.076,0.0624,0.438,117.418,0.9191,0.16,0.53,0.21,0.05,0.05,rock
0.586,0.86,-6.752,0.0584,0.0372,0.00109,0.1,0.943,132.865,-0.9976,0.0,0.06,0.39,0.17,0.39,rock
0.617,0.301,-15.393,0.0292,0.776,0.0,0.0914,0.664,111.527,-0.2401,0.32,0.05,0.05,0.42,0.16,rock
0.719,0.703,-8.306,0.0545,0.231,9e-05,0.129,0.776,123.173,0.8951,0.4,0.0,0.0,0.4,0.2,pop
0.665,0.629,-12.852,0.0441,0.0381,1.84e-05,0.0637,0.856,124.265,0.9963,0.39,0.13,0.22,0.26,0.0,rock
0.678,0.611,-8.306,0.0506,0.777,0.0,0.175,0.821,98.949,0.9795,0.29,0.17,0.21,0.25,0.08,pop
0.596,0.589,-8.747,0.037,0.551,0.0,0.0897,0.587,75.288,0.9936,0.85,0.08,0.08,0.0,0.0,rock
0.767,0.45,-12.352,0.0824,0.347,0.0,0.113,0.809,106.847,-0.9613,0.1,0.0,0.3,0.25,0.35,pop
0.31,0.893,-6.102,0.107,0.119,0.0176,0.248,0.427,126.343,-0.9816,0.06,0.06,0.17,0.22,0.5,rock
0.719,0.435,-9.358,0.0856,0.149,0.0,0.261,0.582,76.67,0.5423,0.1,0.15,0.1,0.2,0.45,rock
0.568,0.94,-6.089,0.203,0.025,3.8e-05,0.177,0.349,135.542,-0.9927,0.03,0.08,0.44,0.03,0.42,rock
0.528,0.914,-7.233,0.102,0.0991,0.0,0.468,0.745,93.33,0.9892,0.67,0.0,0.0,0.0,0.33,rock
0.632,0.609,-6.69,0.0902,0.317,0.00141,0.0788,0.767,100.625,-0.1295,0.22,0.09,0.13,0.3,0.26,rock
0.544,0.412,-12.628,0.0482,0.543,2.32e-05,0.0839,0.527,79.957,-0.0722,0.14,0.18,0.27,0.09,0.32,rock
0.635,0.679,-9.981,0.0447,0.018,0.0,0.115,0.615,130.555,0.9286,0.09,0.09,0.55,0.09,0.18,rock
0.527,0.405,-14.534,0.0385,0.49,0.0,0.0936,0.439,146.721,0.8695,0.17,0.22,0.17,0.22,0.22,pop
0.513,0.717,-4.088,0.0287,0.518,2.22e-05,0.5,0.812,108.834,0.5423,0.14,0.0,0.0,0.14,0.71,pop
0.483,0.95,-4.263,0.179,0.371,0.0,0.488,0.279,124.694,0.98,0.1,0.0,0.19,0.38,0.33,rock
0.654,0.567,-8.766,0.0553,0.233,0.0274,0.357,0.956,78.788,-0.9731,0.15,0.08,0.23,0.54,0.0,rock
0.384,0.283,-15.493,0.0288,0.544,1.09e-06,0.154,0.259,78.568,0.8302,0.43,0.14,0.14,0.14,0.14,rock
0.404,0.727,-9.938,0.0472,5.51e-06,0.000165,0.0982,0.549,173.425,0.9493,0.0,0.0,0.33,0.0,0.67,rock
0.574,0.968,-4.459,0.189,0.0925,1.25e-05,0.119,0.546,132.027,0.9996,0.64,0.03,0.08,0.23,0.03,rock
0.641,0.884,-7.17,0.06,0.247,0.000316,0.132,0.758,142.996,0.9872,0.0,0.06,0.2,0.03,0.71,rock
0.617,0.586,-5.449,0.027,0.841,0.000264,0.331,0.801,143.089,0.9991,0.41,0.08,0.27,0.16,0.08,pop
0.462,0.594,-12.692,0.148,0.0531,0.0,0.299,0.898,160.17,0.9517,0.09,0.0,0.31,0.34,0.25,rock
0.529,0.598,-7.7,0.0333,0.0292,0.000232,0.0958,0.787,131.352,0.9259,0.2,0.0,0.13,0.33,0.33,rock
0.481,0.76,-8.275,0.0319,0.411,0.0,0.208,0.844,112.516,-0.8867,0.03,0.0,0.16,0.13,0.68,rock
0.583,0.727,-8.425,0.106,0.103,8.35e-06,0.605,0.514,131.356,-0.0054,0.09,0.09,0.26,0.48,0.09,rock
0.392,0.402,-9.961,0.0536,0.288,0.0,0.243,0.228,143.883,-0.9888,0.03,0.03,0.22,0.38,0.34,rock
0.404,0.523,-15.7,0.0575,0.685,0.000498,0.282,0.164,133.738,0.4401,0.36,0.21,0.0,0.29,0.14,rock
0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,-0.9939,0.15,0.15,0.22,0.37,0.11,pop
0.308,0.464,-9.032,0.0279,0.418,2.49e-06,0.143,0.318,103.734,0.9052,0.22,0.17,0.17,0.22,0.22,rock
0.811,0.545,-12.969,0.0579,0.155,0.0853,0.156,0.734,105.911,0.8834,0.19,0.03,0.06,0.19,0.53,rock
0.43,0.374,-9.949,0.0292,0.372,0.379,0.316,0.191,128.56,0.9607,0.3,0.26,0.0,0.3,0.13,rock
0.414,0.161,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,0.9753,0.15,0.0,0.1,0.35,0.4,rock
0.654,0.929,-5.906,0.0998,0.0468,0.0,0.0539,0.902,144.774,0.9846,0.29,0.0,0.02,0.37,0.32,rock
0.38,0.76,-10.961,0.0378,0.00298,0.0294,0.104,0.491,99.437,0.3291,0.0,0.0,0.21,0.53,0.26,rock
0.27,0.944,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,0.9051,0.14,0.07,0.28,0.26,0.26,rock
0.791,0.733,-5.465,0.0633,0.523,0.0016,0.167,0.962,105.853,0.9771,0.15,0.0,0.41,0.3,0.15,rock
0.655,0.606,-10.385,0.0285,0.0603,0.0789,0.0757,0.765,110.061,-0.936,0.09,0.09,0.41,0.27,0.14,rock
0.855,0.691,-6.51,0.0514,0.144,0.0,0.36,0.647,121.472,0.998,0.26,0.04,0.37,0.22,0.11,rock
0.441,0.547,-12.222,0.0337,0.13,0.000143,0.109,0.716,134.753,0.944,0.19,0.1,0.38,0.29,0.05,rock
0.297,0.182,-10.944,0.0298,0.846,0.00267,0.134,0.092,83.391,0.9962,0.67,0.0,0.17,0.17,0.0,rock
0.543,0.529,-9.717,0.0301,0.326,0.00269,0.709,0.746,85.126,0.998,0.88,0.0,0.06,0.0,0.06,rock
0.632,0.556,-10.138,0.0288,0.29,0.0215,0.0779,0.633,104.996,0.9835,0.0,0.0,0.0,0.1,0.9,rock
0.762,0.537,-9.58,0.0478,0.785,0.000669,0.0551,0.958,105.603,0.9963,0.14,0.02,0.34,0.08,0.42,rock
0.415,0.713,-5.55,0.0278,0.251,0.00197,0.289,0.579,125.056,0.9959,0.45,0.1,0.05,0.15,0.25,pop
0.621,0.788,-4.326,0.0314,0.354,0.0,0.305,0.926,129.62,0.9875,0.58,0.05,0.16,0.16,0.05,rock
0.571,0.818,-8.277,0.0337,0.00706,0.000181,0.0877,0.773,141.464,0.6395,0.16,0.24,0.2,0.28,0.12,rock
0.764,0.628,-10.961,0.048,0.336,0.0,0.0977,0.823,109.008,0.9992,0.61,0.0,0.11,0.21,0.07,rock
0.532,0.441,-12.866,0.0434,0.228,0.0,0.0846,0.67,169.275,0.9758,0.12,0.0,0.08,0.68,0.12,rock
0.513,0.573,-10.023,0.0337,0.186,0.000958,0.0878,0.621,132.607,0.9501,0.38,0.0,0.25,0.31,0.06,rock
0.717,0.406,-13.954,0.0305,0.587,0.103,0.0869,0.703,123.213,0.4966,0.18,0.0,0.23,0.09,0.5,rap
0.664,0.547,-11.594,0.0281,0.139,1.79e-06,0.239,0.964,132.943,0.975,0.08,0.17,0.5,0.25,0.0,rock
0.565,0.392,-10.083,0.0268,0.551,0.000106,0.247,0.493,98.485,0.838,0.18,0.0,0.18,0.0,0.65,rock
0.838,0.757,-5.399,0.0927,0.059,0.0119,0.0271,0.602,124.65,0.9362,0.19,0.16,0.23,0.23,0.19,rock
0.664,0.414,-14.113,0.0675,0.864,0.0367,0.0813,0.831,147.883,0.9928,0.14,0.0,0.0,0.36,0.5,rock
0.786,0.555,-10.276,0.0471,0.454,0.0173,0.0826,0.673,95.1,0.9882,0.06,0.12,0.29,0.29,0.24,rock
0.669,0.52,-10.136,0.0345,0.245,0.00535,0.126,0.634,104.812,0.9761,0.0,0.36,0.27,0.36,0.0,rock
0.557,0.473,-9.294,0.0262,0.261,3.95e-05,0.0658,0.56,79.368,0.7269,0.09,0.09,0.0,0.27,0.55,rock
0.497,0.278,-15.557,0.0513,0.731,0.000508,0.284,0.293,120.931,0.8689,0.13,0.07,0.27,0.4,0.13,rock
0.393,0.678,-6.584,0.0377,0.172,0.0,0.0727,0.358,137.38,0.9938,0.4,0.0,0.04,0.36,0.2,rock
0.511,0.644,-12.191,0.0352,0.173,6.17e-05,0.0928,0.828,128.067,-0.9555,0.04,0.46,0.0,0.42,0.08,rock
0.712,0.681,-6.351,0.0294,0.0444,0.000235,0.0592,0.809,125.497,0.9986,0.18,0.0,0.27,0.18,0.36,rock
0.71,0.387,-12.82,0.0484,0.725,0.00617,0.113,0.806,80.557,0.9912,0.29,0.14,0.1,0.19,0.29,pop
0.465,0.519,-11.819,0.0239,0.394,0.00156,0.204,0.881,86.6,0.994,0.39,0.0,0.06,0.28,0.28,pop
0.457,0.428,-9.796,0.0283,0.329,2.21e-06,0.169,0.151,129.98,0.9931,0.09,0.11,0.14,0.09,0.57,rock
0.359,0.438,-14.401,0.0376,0.0271,0.0,0.131,0.581,137.557,0.9493,0.15,0.04,0.23,0.42,0.15,rock
0.627,0.497,-12.283,0.0271,0.387,0.0,0.05,0.688,129.531,0.9886,0.25,0.0,0.19,0.56,0.0,rock
0.392,0.566,-8.127,0.0368,0.0889,7.6e-05,0.0676,0.538,164.11,0.4767,0.05,0.1,0.15,0.15,0.55,rock
0.47,0.899,-7.127,0.0333,0.113,6.89e-05,0.287,0.213,89.506,0.6705,0.0,0.5,0.5,0.0,0.0,rock
0.542,0.324,-14.07,0.0329,0.566,2.27e-06,0.0876,0.421,121.802,0.9451,0.33,0.17,0.11,0.28,0.11,rock
0.602,0.24,-18.565,0.0306,0.252,0.00101,0.219,0.208,79.989,-0.6486,0.0,0.07,0.33,0.33,0.27,rock
0.449,0.547,-12.259,0.0351,0.457,0.0,0.0737,0.74,152.211,0.9941,0.16,0.0,0.23,0.23,0.39,pop
0.499,0.616,-8.325,0.0392,0.179,0.000151,0.552,0.622,113.254,0.9943,0.67,0.07,0.13,0.07,0.07,rock
0.665,0.556,-9.873,0.0275,0.287,4.17e-05,0.115,0.77,115.083,0.9343,0.09,0.14,0.09,0.05,0.64,rock
0.637,0.528,-11.287,0.0328,0.744,0.0,0.114,0.702,124.806,-0.9955,0.07,0.0,0.07,0.71,0.16,rock
0.48,0.557,-9.696,0.0276,0.413,7.71e-06,0.267,0.26,127.237,-0.9007,0.2,0.1,0.0,0.7,0.0,rock
0.611,0.497,-11.138,0.0275,0.00703,0.0,0.162,0.603,134.96,0.8885,0.1,0.0,0.33,0.19,0.38,pop
0.444,0.185,-12.159,0.0254,0.711,0.0384,0.121,0.154,79.168,0.7575,0.3,0.2,0.0,0.5,0.0,rock
0.514,0.681,-10.026,0.065,0.199,0.0356,0.0745,0.913,136.821,0.4404,0.0,0.0,0.4,0.2,0.4,rock
0.449,0.381,-12.145,0.0264,0.737,0.429,0.0625,0.316,90.26,0.9623,0.11,0.0,0.19,0.59,0.11,rock
0.171,0.0487,-16.942,0.0365,0.97,0.00104,0.188,0.0926,173.557,-0.4257,0.17,0.0,0.06,0.39,0.39,rock
0.463,0.453,-13.204,0.0371,0.371,0.0,0.0993,0.561,145.796,0.9724,0.16,0.11,0.16,0.32,0.26,rock
0.518,0.743,-7.135,0.0382,0.313,0.0146,0.158,0.527,125.439,0.9959,0.09,0.09,0.0,0.64,0.18,pop
0.397,0.381,-8.553,0.0294,0.835,0.0,0.0829,0.423,148.649,0.9501,0.12,0.03,0.3,0.36,0.18,rock
0.7,0.895,-8.46,0.0626,0.114,6.76e-06,0.171,0.39,139.911,0.9369,0.0,0.03,0.59,0.16,0.22,rock
0.322,0.353,-11.771,0.0276,0.477,4.52e-06,0.36,0.248,80.705,0.954,0.1,0.1,0.43,0.24,0.14,rock
0.598,0.631,-6.369,0.203,0.628,0.0,0.394,0.727,128.116,0.9959,0.68,0.0,0.1,0.13,0.1,rock
0.796,0.59,-6.365,0.111,0.202,3.42e-06,0.0752,0.856,145.496,-0.1549,0.07,0.07,0.24,0.55,0.07,rock
0.56,0.916,-3.72,0.0393,0.228,0.0,0.0969,0.899,125.019,0.9991,0.75,0.0,0.25,0.0,0.0,rock
0.664,0.807,-5.684,0.0396,0.157,0.0,0.0788,0.917,125.295,-0.7648,0.15,0.2,0.1,0.45,0.1,rock
0.637,0.55,-12.378,0.0335,0.287,1.85e-05,0.345,0.805,119.303,-0.9926,0.4,0.0,0.3,0.23,0.07,rock
0.524,0.824,-7.117,0.0339,0.0203,0.000253,0.111,0.525,132.103,0.8519,0.03,0.0,0.06,0.59,0.32,rock
0.158,0.174,-16.295,0.0308,0.732,3.03e-05,0.125,0.077,179.26,0.6601,0.57,0.0,0.14,0.0,0.29,rock
0.622,0.543,-10.521,0.0291,0.604,0.263,0.252,0.838,98.821,0.9987,0.44,0.09,0.16,0.3,0.0,rock
0.814,0.672,-12.068,0.0619,0.0435,0.0,0.061,0.933,109.394,0.2877,0.0,0.06,0.36,0.19,0.39,rock
0.485,0.328,-11.853,0.0254,0.00596,0.0032,0.325,0.138,79.766,0.9674,0.33,0.02,0.19,0.44,0.02,rock
0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,0.9062,0.02,0.0,0.29,0.1,0.59,pop
0.704,0.852,-6.521,0.0302,0.0283,0.352,0.625,0.96,122.969,0.9638,0.0,0.05,0.38,0.05,0.52,rock
0.434,0.563,-6.784,0.0268,0.0197,0.000824,0.128,0.275,104.183,0.9601,0.18,0.32,0.36,0.05,0.09,rock
0.307,0.433,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9,0.9921,0.0,0.2,0.1,0.4,0.3,rock
0.377,0.681,-8.039,0.0298,0.00088,0.0023,0.0504,0.285,108.789,0.7457,0.19,0.41,0.11,0.07,0.22,rock
0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,0.9696,0.12,0.0,0.25,0.5,0.12,rock
0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823,0.1025,0.03,0.16,0.08,0.55,0.18,rock
0.392,0.402,-9.961,0.0536,0.288,0.0,0.243,0.228,143.883,-0.9888,0.03,0.03,0.22,0.38,0.34,rock
0.385,0.783,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,0.6705,0.12,0.07,0.44,0.15,0.22,rock
0.763,0.777,-6.932,0.0364,0.281,0.79,0.134,0.929,124.431,0.9607,0.69,0.0,0.0,0.03,0.28,pop
0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,0.9859,0.12,0.04,0.08,0.31,0.46,rock
0.518,0.907,-3.732,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982,-0.9925,0.29,0.0,0.19,0.42,0.1,rock
0.549,0.651,-7.097,0.0323,0.583,0.0,0.121,0.368,122.818,-0.9246,0.11,0.05,0.11,0.42,0.32,rock
0.679,0.553,-14.687,0.0316,0.0611,7.16e-06,0.139,0.946,109.071,0.9983,0.43,0.08,0.11,0.19,0.19,rock
0.815,0.372,-12.814,0.0752,0.166,0.000116,0.0767,0.293,101.684,0.9875,0.26,0.0,0.13,0.35,0.26,rock
0.493,0.586,-13.916,0.046,0.0202,0.00106,0.102,0.656,113.618,0.9796,0.5,0.0,0.0,0.5,0.0,rock
0.501,0.813,-8.192,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,-0.9836,0.1,0.19,0.33,0.33,0.05,rock
0.497,0.693,-7.024,0.0565,0.19,0.0,0.215,0.358,111.539,0.8714,0.17,0.04,0.13,0.26,0.39,rock
0.647,0.868,-6.427,0.106,0.088,0.124,0.129,0.804,121.82,0.9995,0.72,0.0,0.0,0.11,0.17,pop
0.62,0.556,-12.044,0.0336,0.184,0.0,0.301,0.592,119.172,0.9877,0.22,0.04,0.09,0.17,0.48,rock
0.354,0.535,-8.876,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,0.9692,0.31,0.07,0.14,0.24,0.24,pop
0.427,0.459,-12.442,0.0332,0.116,0.000103,0.132,0.383,129.878,-0.8402,0.21,0.0,0.21,0.08,0.5,rock
0.565,0.645,-12.923,0.0484,0.0552,2.84e-06,0.151,0.836,99.3,0.7779,0.06,0.06,0.61,0.06,0.22,rock
0.7,0.726,-7.717,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,0.9,0.22,0.0,0.33,0.11,0.33,rock
0.592,0.398,-10.81,0.0678,0.357,0.000925,0.119,0.204,150.038,0.988,0.5,0.05,0.23,0.05,0.18,rock
0.662,0.788,-5.544,0.0635,0.0812,0.141,0.0351,0.929,116.499,-0.4357,0.0,0.17,0.22,0.43,0.17,rock
0.561,0.754,-12.769,0.112,0.61,0.0194,0.328,0.642,100.08,0.9719,0.2,0.0,0.0,0.4,0.4,rock
0.787,0.704,-6.873,0.0385,0.535,0.00305,0.089,0.646,120.701,0.9889,0.18,0.03,0.41,0.06,0.32,pop
0.65,0.759,-4.932,0.0355,0.353,0.0,0.155,0.943,121.454,0.9947,0.27,0.08,0.19,0.23,0.23,rock
0.565,0.615,-10.793,0.0384,0.0487,1.93e-06,0.16,0.591,143.928,0.9938,0.47,0.06,0.18,0.18,0.12,rock
0.435,0.423,-8.795,0.024,0.0916,0.000659,0.132,0.451,91.137,0.9619,0.07,0.05,0.65,0.17,0.05,rock
0.518,0.786,-5.739,0.0357,0.448,2.5e-05,0.7,0.463,72.269,0.9921,0.29,0.06,0.21,0.29,0.15,rock
0.376,0.373,-9.184,0.0305,0.827,0.832,0.15,0.111,116.074,0.95,0.62,0.08,0.0,0.23,0.08,rock
0.677,0.619,-7.446,0.0334,0.457,0.000149,0.221,0.74,119.624,-0.967,0.0,0.07,0.14,0.43,0.36,rock
